sku,description,frenchie_size,price,name,category,color,gender
5271-6Y,"Hot Pink Stretchie Pant
",6,17,"Hot Pink Stretchie Pant
","Infant Girls Pants, Girls Pants",Pink,Girls 
5271-7Y,"Hot Pink Stretchie Pant
",7,17,"Hot Pink Stretchie Pant
","Infant Girls Pants, Girls Pants",Pink,Girls 
5271-8Y,"Hot Pink Stretchie Pant
",8,17,"Hot Pink Stretchie Pant
","Infant Girls Pants, Girls Pants",Pink,Girls 
5272-6M,"Purple Stretchie Pant
",6 M,16,"Purple Stretchie Pant
","Infant Girls Pants, Girls Pants",Purple,Girls 
5272-9M,"Purple Stretchie Pant
",9 M,16,"Purple Stretchie Pant
","Infant Girls Pants, Girls Pants",Purple,Girls 
5272-12M,"Purple Stretchie Pant
",12 M,16,"Purple Stretchie Pant
","Infant Girls Pants, Girls Pants",Purple,Girls 
5272-18M,"Purple Stretchie Pant
",18 M,16,"Purple Stretchie Pant
","Infant Girls Pants, Girls Pants",Purple,Girls 
5272-2T,"Purple Stretchie Pant
",2T,16,"Purple Stretchie Pant
","Infant Girls Pants, Girls Pants",Purple,Girls 
5272-3T,"Purple Stretchie Pant
",3T,16,"Purple Stretchie Pant
","Infant Girls Pants, Girls Pants",Purple,Girls 
5272-4T,"Purple Stretchie Pant
",4T,16,"Purple Stretchie Pant
","Infant Girls Pants, Girls Pants",Purple,Girls 
5272-5Y,"Purple Stretchie Pant
",5,16,"Purple Stretchie Pant
","Infant Girls Pants, Girls Pants",Purple,Girls 
5275-6M,"Black Stretchie Pant
",6 M,16,"Black Stretchie Pant
","Infant Girls Pants, Girls Pants",Black,Girls 
5275-9M,"Black Stretchie Pant
",9 M,16,"Black Stretchie Pant
","Infant Girls Pants, Girls Pants",Black,Girls 
5275-12M,"Black Stretchie Pant
",12 M,16,"Black Stretchie Pant
","Infant Girls Pants, Girls Pants",Black,Girls 
5275-18M,"Black Stretchie Pant
",18 M,16,"Black Stretchie Pant
","Infant Girls Pants, Girls Pants",Black,Girls 
5275-2T,"Black Stretchie Pant
",2T,16,"Black Stretchie Pant
","Infant Girls Pants, Girls Pants",Black,Girls 
5275-3T,"Black Stretchie Pant
",3T,16,"Black Stretchie Pant
","Infant Girls Pants, Girls Pants",Black,Girls 
5275-4T,"Black Stretchie Pant
",4T,16,"Black Stretchie Pant
","Infant Girls Pants, Girls Pants",Black,Girls 
5275-5Y,"Black Stretchie Pant
",5,16,"Black Stretchie Pant
","Infant Girls Pants, Girls Pants",Black,Girls 
5275-6Y,"Black Stretchie Pant
",6,17,"Black Stretchie Pant
","Infant Girls Pants, Girls Pants",Black,Girls 
5275-7Y,"Black Stretchie Pant
",7,17,"Black Stretchie Pant
","Infant Girls Pants, Girls Pants",Black,Girls 
5275-8Y,"Black Stretchie Pant
",8,17,"Black Stretchie Pant
","Infant Girls Pants, Girls Pants",Black,Girls 
5276-6M,"Silver Gray Stretchie Pant
",6 M,16,"Silver Gray Stretchie Pant
","Infant Girls Pants, Girls Pants",Silver,Girls 
5276-9M,"Silver Gray Stretchie Pant
",9 M,16,"Silver Gray Stretchie Pant
","Infant Girls Pants, Girls Pants",Silver,Girls 
5276-12M,"Silver Gray Stretchie Pant
",12 M,16,"Silver Gray Stretchie Pant
","Infant Girls Pants, Girls Pants",Silver,Girls 
5276-18M,"Silver Gray Stretchie Pant
",18 M,16,"Silver Gray Stretchie Pant
","Infant Girls Pants, Girls Pants",Silver,Girls 
5276-2T,"Silver Gray Stretchie Pant
",2T,16,"Silver Gray Stretchie Pant
","Infant Girls Pants, Girls Pants",Silver,Girls 
5276-3T,"Silver Gray Stretchie Pant
",3T,16,"Silver Gray Stretchie Pant
","Infant Girls Pants, Girls Pants",Silver,Girls 
5276-4T,"Silver Gray Stretchie Pant
",4T,16,"Silver Gray Stretchie Pant
","Infant Girls Pants, Girls Pants",Silver,Girls 
5276-5Y,"Silver Gray Stretchie Pant
",5,16,"Silver Gray Stretchie Pant
","Infant Girls Pants, Girls Pants",Silver,Girls 
5276-6Y,"Silver Gray Stretchie Pant
",6,17,"Silver Gray Stretchie Pant
","Infant Girls Pants, Girls Pants",Silver,Girls 
5276-7Y,"Silver Gray Stretchie Pant
",7,17,"Silver Gray Stretchie Pant
","Infant Girls Pants, Girls Pants",Silver,Girls 
5276-8Y,"Silver Gray Stretchie Pant
",8,17,"Silver Gray Stretchie Pant
","Infant Girls Pants, Girls Pants",Silver,Girls 
5313-6M,"Pink Stretchie Pant
",6 M,16,"Pink Stretchie Pant
","Infant Girls Pants, Girls Pants",Pink,Girls 
5313-9M,"Pink Stretchie Pant
",9 M,16,"Pink Stretchie Pant
","Infant Girls Pants, Girls Pants",Pink,Girls 
5313-12M,"Pink Stretchie Pant
",12 M,16,"Pink Stretchie Pant
","Infant Girls Pants, Girls Pants",Pink,Girls 
5313-18M,"Pink Stretchie Pant
",18 M,16,"Pink Stretchie Pant
","Infant Girls Pants, Girls Pants",Pink,Girls 
5313-2T,"Pink Stretchie Pant
",2T,16,"Pink Stretchie Pant
","Infant Girls Pants, Girls Pants",Pink,Girls 
5313-3T,"Pink Stretchie Pant
",3T,16,"Pink Stretchie Pant
","Infant Girls Pants, Girls Pants",Pink,Girls 
5313-4T,"Pink Stretchie Pant
",4T,16,"Pink Stretchie Pant
","Infant Girls Pants, Girls Pants",Pink,Girls 
5313-5Y,"Pink Stretchie Pant
",5,16,"Pink Stretchie Pant
","Infant Girls Pants, Girls Pants",Pink,Girls 
5387-3M,Yellow eyelet romper,3 M,20,Yellow eyelet romper,Infant Girls Romper,Yellow,Girls 
5387-6M,Yellow eyelet romper,6 M,20,Yellow eyelet romper,Infant Girls Romper,Yellow,Girls 
5387-12M,Yellow eyelet romper,12 M,20,Yellow eyelet romper,Infant Girls Romper,Yellow,Girls 
5328-12M,Polka Dot Skirt,12 M,15,Polka Dot Skirt,"Infant Girls Skirts, Girls Skirts",Black,Girls 
5328-18M,Polka Dot Skirt,18 M,15,Polka Dot Skirt,"Infant Girls Skirts, Girls Skirts",Black,Girls 
5328-2T,Polka Dot Skirt,2T,15,Polka Dot Skirt,"Infant Girls Skirts, Girls Skirts",Black,Girls 
5328-3T,Polka Dot Skirt,3T,15,Polka Dot Skirt,"Infant Girls Skirts, Girls Skirts",Black,Girls 
5325-3M,Blue Denim Heart Ruffle Shirt,3 M,15,Blue Denim Heart Ruffle Shirt,"Infant Girls Tops, Girls Tops",Denim,Girls 
5325-6M,Blue Denim Heart Ruffle Shirt,6 M,15,Blue Denim Heart Ruffle Shirt,"Infant Girls Tops, Girls Tops",Denim,Girls 
5325-9M,Blue Denim Heart Ruffle Shirt,9 M,15,Blue Denim Heart Ruffle Shirt,"Infant Girls Tops, Girls Tops",Denim,Girls 
5325-12M,Blue Denim Heart Ruffle Shirt,12 M,15,Blue Denim Heart Ruffle Shirt,"Infant Girls Tops, Girls Tops",Denim,Girls 
5325-18M,Blue Denim Heart Ruffle Shirt,18 M,15,Blue Denim Heart Ruffle Shirt,"Infant Girls Tops, Girls Tops",Denim,Girls 
5325-2T,Blue Denim Heart Ruffle Shirt,2T,15,Blue Denim Heart Ruffle Shirt,"Infant Girls Tops, Girls Tops",Denim,Girls 
5325-3T,Blue Denim Heart Ruffle Shirt,3T,15,Blue Denim Heart Ruffle Shirt,"Infant Girls Tops, Girls Tops",Denim,Girls 
5325-4T,Blue Denim Heart Ruffle Shirt,4T,15,Blue Denim Heart Ruffle Shirt,"Infant Girls Tops, Girls Tops",Denim,Girls 
5325-5Y,Blue Denim Heart Ruffle Shirt,5,15,Blue Denim Heart Ruffle Shirt,"Infant Girls Tops, Girls Tops",Denim,Girls 
5325-6Y,Blue Denim Heart Ruffle Shirt,6,20,Blue Denim Heart Ruffle Shirt,"Infant Girls Tops, Girls Tops",Denim,Girls 
5325-7Y,Blue Denim Heart Ruffle Shirt,7,20,Blue Denim Heart Ruffle Shirt,"Infant Girls Tops, Girls Tops",Denim,Girls 
5325-8Y,Blue Denim Heart Ruffle Shirt,8,20,Blue Denim Heart Ruffle Shirt,"Infant Girls Tops, Girls Tops",Denim,Girls 
5304-6M,Denim top with tie,6 M,20,Denim top with tie,"Infant Girls Tops, Girls Tops",Denim,Girls 
5304-9M,Denim top with tie,9 M,20,Denim top with tie,"Infant Girls Tops, Girls Tops",Denim,Girls 
5304-12M,Denim top with tie,12 M,20,Denim top with tie,"Infant Girls Tops, Girls Tops",Denim,Girls 
5304-18M,Denim top with tie,18 M,20,Denim top with tie,"Infant Girls Tops, Girls Tops",Denim,Girls 
5304-2T,Denim top with tie,2T,20,Denim top with tie,"Infant Girls Tops, Girls Tops",Denim,Girls 
5304-3T,Denim top with tie,3T,20,Denim top with tie,"Infant Girls Tops, Girls Tops",Denim,Girls 
5304-4T,Denim top with tie,4T,20,Denim top with tie,"Infant Girls Tops, Girls Tops",Denim,Girls 
5304-5Y,Denim top with tie,5,20,Denim top with tie,"Infant Girls Tops, Girls Tops",Denim,Girls 
5347-3M,Black polka dot top,3 M,15,Black polka dot top,"Infant Girls Tops, Girls Tops",Black,Girls 
5347-6M,Black polka dot top,6 M,15,Black polka dot top,"Infant Girls Tops, Girls Tops",Black,Girls 
5347-9M,Black polka dot top,9 M,15,Black polka dot top,"Infant Girls Tops, Girls Tops",Black,Girls 
5347-12M,Black polka dot top,12 M,15,Black polka dot top,"Infant Girls Tops, Girls Tops",Black,Girls 
5347-18M,Black polka dot top,18 M,15,Black polka dot top,"Infant Girls Tops, Girls Tops",Black,Girls 
5347-2T,Black polka dot top,2T,15,Black polka dot top,"Infant Girls Tops, Girls Tops",Black,Girls 
5347-3T,Black polka dot top,3T,15,Black polka dot top,"Infant Girls Tops, Girls Tops",Black,Girls 
5336-6M,Purple Ruffle Tunic Tank ,6 M,19,Purple Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",PUrple,Girls 
5336-12M,Purple Ruffle Tunic Tank ,12 M,19,Purple Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",PUrple,Girls 
5336-18M,Purple Ruffle Tunic Tank ,18 M,19,Purple Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",PUrple,Girls 
5336-24M,Purple Ruffle Tunic Tank ,24 M,19,Purple Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",PUrple,Girls 
5336-2T,Purple Ruffle Tunic Tank ,2T,19,Purple Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",PUrple,Girls 
5336-3T,Purple Ruffle Tunic Tank ,3T,19,Purple Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",PUrple,Girls 
5336-4T,Purple Ruffle Tunic Tank ,4T,19,Purple Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",PUrple,Girls 
5337-6M,Hot Pink Ruffle Tunic Tank ,6 M,19,Hot Pink Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",Pink,Girls 
5337-12M,Hot Pink Ruffle Tunic Tank ,12 M,19,Hot Pink Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",Pink,Girls 
5337-18M,Hot Pink Ruffle Tunic Tank ,18 M,19,Hot Pink Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",Pink,Girls 
5337-24M,Hot Pink Ruffle Tunic Tank ,24 M,19,Hot Pink Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",Pink,Girls 
5337-2T,Hot Pink Ruffle Tunic Tank ,2T,19,Hot Pink Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",Pink,Girls 
5337-3T,Hot Pink Ruffle Tunic Tank ,3T,19,Hot Pink Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",Pink,Girls 
5337-4T,Hot Pink Ruffle Tunic Tank ,4T,19,Hot Pink Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",Pink,Girls 
5338-6M,White Ruffle Tunic Tank ,6 M,19,White Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",White,Girls 
5338-12M,White Ruffle Tunic Tank ,12 M,19,White Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",White,Girls 
5338-18M,White Ruffle Tunic Tank ,18 M,19,White Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",White,Girls 
5338-24M,White Ruffle Tunic Tank ,24 M,19,White Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",White,Girls 
5338-2T,White Ruffle Tunic Tank ,2T,19,White Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",White,Girls 
5338-3T,White Ruffle Tunic Tank ,3T,19,White Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",White,Girls 
5338-4T,White Ruffle Tunic Tank ,4T,19,White Ruffle Tunic Tank ,"Infant Girls Tops, Girls Tops",White,Girls 
3051,Orange and teal floral bowtie,OS,15,Orange and teal floral bowtie,Ties and Bowties,Orange,Boys
